Track ID,Track Name,Artist Name,Album Name,Release Date,Genre,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time Signature,Track Popularity,User ID,Listen Count,Playlist Count,Skip Count,Like Count,Share Count,Listen Date/Time,Skip Date/Time,User Age,User Gender,User Location
238,Song E,Artist E,Album E,2015-04-02,Pop,0.91,0.21,2,-19.46,0,0.23,0.78,0.36,0.41,0.14,183.25,71199,3,11,1849,18,7,4,7,4,2024-04-30 03:18,2024-04-30 03:18,56,Non-Binary,Australia
239,Song F,Artist F,Album F,2019-10-10,Pop,0.99,0.7,8,-4.83,0,0.07,0.3,0.53,0.61,0.68,143.79,236841,5,9,1102,43,8,8,6,0,2023-08-16 03:18,2023-08-16 03:18,63,Non-Binary,UK
240,Song G,Artist G,Album G,2015-07-25,Rock,0.59,0.28,0,-22.9,0,0.89,0.1,0.94,0.79,0.12,181.63,83730,4,86,1789,13,4,10,1,4,2024-04-29 03:18,,29,Non-Binary,USA
241,Song H,Artist H,Album H,2023-03-16,Rock,0.4,0.69,1,-6.73,0,0.22,0.53,0.55,0.73,0.86,91.52,172387,5,87,1598,27,3,8,4,3,2024-02-14 03:18,,20,Female,Canada
242,Song I,Artist I,Album I,2023-02-27,Hip-Hop,0.62,0.15,4,-48.38,1,0.41,0.45,0.89,0.91,0.29,66.86,230931,5,87,1862,11,10,3,0,0,2023-08-29 03:18,2023-08-29 03:18,56,Female,Australia
243,Song J,Artist J,Album J,2017-12-24,Jazz,0.37,0.9,2,-36.1,1,0.1,0.48,0.59,0.88,0.56,134.26,101137,5,58,1351,47,9,4,7,3,2024-04-25 03:18,2024-04-25 03:18,48,Non-Binary,Australia
244,Song K,Artist K,Album K,2017-09-20,Pop,0.73,0.07,11,-59.15,1,0.83,0.81,0.63,0.18,0.28,118.08,79221,5,4,1060,31,2,10,10,4,2023-08-05 03:18,,58,Female,Australia
245,Song L,Artist L,Album L,2017-01-25,Classical,0.55,0.82,7,-29.99,0,0.44,0.58,0.2,0.94,0.22,170.16,247335,4,44,1660,7,3,10,7,0,2023-06-25 03:18,2023-06-25 03:18,55,Female,Germany
246,Song M,Artist M,Album M,2020-09-24,Classical,0.38,0.42,3,-27.43,0,0.59,0.81,0.47,0.57,0.94,66.73,291429,3,26,1912,35,3,7,8,3,2023-09-29 03:18,,36,Male,Canada
247,Song N,Artist N,Album N,2015-05-19,Hip-Hop,0.02,0.54,8,-39.12,0,0.45,0.25,0.6,0.96,0.53,195.74,132493,4,9,1881,23,10,9,3,3,2024-01-01 03:18,,65,Female,Canada
248,Song O,Artist O,Album O,2023-02-19,Hip-Hop,0.01,0.69,9,-36.75,0,0.91,0.55,0.16,0.74,0.14,141.34,178418,4,20,1873,15,5,4,2,5,2023-10-31 03:18,2023-10-31 03:18,21,Non-Binary,Canada
249,Song P,Artist P,Album P,2014-12-22,Jazz,0.43,0.33,4,-9.0,0,0.46,0.41,0.54,0.01,0.51,159.26,267438,3,2,1043,8,9,0,0,0,2024-02-03 03:18,2024-02-03 03:18,32,Female,Germany
250,Song Q,Artist Q,Album Q,2014-09-01,Pop,0.48,0.47,2,-13.89,0,0.52,0.74,0.03,0.14,0.68,93.35,267550,3,71,1376,39,9,3,8,4,2024-02-24 03:18,,62,Female,UK
251,Song R,Artist R,Album R,2023-06-20,Classical,0.27,0.6,8,-54.09,0,0.64,0.58,0.41,0.48,0.46,121.85,281118,3,19,1970,32,7,8,0,2,2023-09-21 03:18,,43,Female,Canada
252,Song S,Artist S,Album S,2015-03-30,Hip-Hop,0.39,0.31,5,-27.86,0,0.3,0.62,0.6,0.24,0.88,103.31,88239,5,55,1542,3,5,10,8,5,2024-03-03 03:18,2024-03-03 03:18,50,Non-Binary,UK
253,Song T,Artist T,Album T,2018-10-29,Rock,0.06,0.53,1,-57.76,1,0.91,0.63,0.92,0.18,0.08,105.36,265068,5,51,1986,43,6,6,5,4,2024-02-18 03:18,,24,Non-Binary,UK
254,Song U,Artist U,Album U,2017-07-22,Pop,0.39,0.57,10,-14.06,1,0.92,0.12,0.17,0.09,0.95,84.98,131467,5,6,1278,29,3,9,2,2,2024-05-07 03:18,2024-05-07 03:18,23,Male,USA
255,Song V,Artist V,Album V,2015-06-18,Rock,0.56,0.93,1,-6.14,1,0.25,0.84,0.15,0.37,0.23,162.4,87273,3,71,1182,4,6,4,6,5,2023-07-03 03:18,2023-07-03 03:18,46,Female,Germany
256,Song W,Artist W,Album W,2018-11-28,Rock,0.83,0.13,3,-11.77,0,0.07,0.93,0.15,0.99,0.06,124.16,133065,5,32,1732,41,7,0,10,1,2024-04-05 03:18,,35,Male,Germany
257,Song X,Artist X,Album X,2023-01-03,Pop,0.66,0.62,8,-8.39,0,0.84,0.51,0.7,0.15,0.14,60.14,116255,3,27,1380,43,8,8,1,4,2023-09-19 03:18,,24,Male,USA
258,Song Y,Artist Y,Album Y,2020-04-18,Jazz,0.63,0.81,4,-13.25,0,0.92,0.41,0.65,0.34,0.63,94.07,159795,3,72,1261,26,8,3,6,0,2023-06-30 03:18,,54,Male,USA
259,Song Z,Artist Z,Album Z,2018-04-28,Jazz,0.91,0.4,5,-4.47,1,0.94,0.76,0.99,0.12,0.53,116.35,297897,5,82,1229,42,2,2,1,1,2023-09-02 03:18,2023-09-02 03:18,35,Male,USA
260,Song A,Artist A,Album A,2016-02-20,Classical,0.75,0.91,1,-36.11,1,0.53,0.45,0.97,0.96,0.55,184.41,216148,5,16,1018,4,10,1,9,2,2023-09-23 03:18,,31,Non-Binary,USA
261,Song B,Artist B,Album B,2017-03-18,Rock,0.46,0.09,10,-21.59,1,0.0,0.57,0.49,0.06,0.42,74.76,156822,5,37,1416,37,7,8,8,2,2024-06-02 03:18,2024-06-02 03:18,19,Male,USA
262,Song C,Artist C,Album C,2022-09-28,Pop,0.8,0.7,6,-34.87,0,0.26,0.19,0.53,0.17,0.11,182.8,154330,3,62,1637,10,7,9,8,0,2024-05-07 03:18,2024-05-07 03:18,34,Non-Binary,Canada
263,Song D,Artist D,Album D,2016-04-01,Jazz,0.38,0.26,4,-12.3,1,0.16,0.74,0.95,0.93,0.37,144.5,239444,5,24,1448,2,3,0,7,3,2024-02-01 03:18,,60,Non-Binary,USA
264,Song E,Artist E,Album E,2019-08-18,Hip-Hop,0.82,0.47,7,-42.01,0,0.04,0.36,0.18,0.45,0.77,62.59,116273,3,45,1080,39,10,5,6,2,2024-06-12 03:18,,45,Male,USA
265,Song F,Artist F,Album F,2021-05-29,Classical,0.43,0.81,7,-46.63,0,0.52,0.35,0.35,0.69,0.86,185.79,65095,5,62,1977,29,9,5,5,2,2024-03-07 03:18,,21,Male,Australia
266,Song G,Artist G,Album G,2016-03-21,Jazz,0.14,0.16,7,-37.98,1,0.92,0.18,0.55,0.4,0.78,141.47,163491,3,9,1241,15,7,0,1,0,2024-04-02 03:18,,44,Non-Binary,Germany
267,Song H,Artist H,Album H,2024-05-13,Jazz,0.38,0.91,11,-25.92,0,0.28,0.98,0.14,0.09,0.21,134.41,259804,3,41,1483,33,3,2,6,3,2024-05-08 03:18,2024-05-08 03:18,33,Male,Australia
268,Song I,Artist I,Album I,2021-12-06,Pop,0.67,0.47,3,-27.44,1,0.64,0.3,0.88,0.02,0.88,87.85,181110,4,61,1591,41,2,5,4,4,2023-12-07 03:18,2023-12-07 03:18,24,Non-Binary,USA
269,Song J,Artist J,Album J,2018-12-16,Classical,0.18,0.22,7,-23.47,1,0.06,0.22,0.54,0.83,0.58,120.77,164169,4,50,1113,36,0,10,0,3,2023-10-11 03:18,,47,Male,Germany
270,Song K,Artist K,Album K,2016-06-27,Rock,0.68,0.97,5,-19.02,0,0.67,0.39,0.49,0.39,0.24,173.79,133195,3,94,1180,35,1,5,6,4,2024-02-08 03:18,2024-02-08 03:18,22,Female,USA
271,Song L,Artist L,Album L,2020-07-25,Pop,0.81,0.24,0,-35.08,0,0.33,0.59,0.51,0.1,0.58,96.87,68928,3,23,1202,20,0,5,0,5,2024-04-03 03:18,2024-04-03 03:18,57,Non-Binary,Australia
272,Song M,Artist M,Album M,2020-08-04,Hip-Hop,0.19,0.87,7,-57.5,0,0.82,0.99,0.34,0.16,0.75,162.79,61021,4,31,1769,27,2,6,1,2,2024-01-13 03:18,2024-01-13 03:18,18,Male,Germany
273,Song N,Artist N,Album N,2020-04-16,Hip-Hop,0.8,0.81,6,-27.64,1,0.23,0.79,0.2,0.15,0.48,131.55,299243,3,23,1395,32,9,9,8,0,2024-03-23 03:18,,36,Female,Germany
274,Song O,Artist O,Album O,2022-08-10,Hip-Hop,0.4,0.56,10,-43.66,0,0.7,0.18,0.89,0.86,0.81,144.58,296330,5,5,1237,20,3,0,8,4,2023-08-19 03:18,2023-08-19 03:18,65,Male,UK
275,Song P,Artist P,Album P,2023-07-04,Pop,0.49,0.27,4,-43.58,1,0.83,0.53,0.56,0.42,0.83,173.44,268995,3,99,1040,16,8,1,1,3,2023-10-13 03:18,,35,Non-Binary,USA
276,Song Q,Artist Q,Album Q,2022-09-02,Jazz,0.71,0.33,9,-45.22,1,0.01,1.0,0.89,0.84,0.47,182.35,210106,3,81,1413,30,4,1,1,4,2023-12-13 03:18,2023-12-13 03:18,63,Male,Australia
277,Song R,Artist R,Album R,2022-09-13,Rock,0.61,0.17,6,-56.99,1,0.55,0.45,0.51,0.84,0.01,128.34,132875,3,90,1808,50,9,4,0,2,2024-03-17 03:18,2024-03-17 03:18,31,Female,UK
278,Song S,Artist S,Album S,2020-12-14,Classical,0.78,0.61,0,-16.14,0,0.64,0.39,0.18,0.29,0.96,182.5,130890,5,85,1202,48,4,2,5,0,2023-12-31 03:18,2023-12-31 03:18,38,Female,USA
279,Song T,Artist T,Album T,2016-07-28,Pop,0.33,0.21,4,-2.3,0,0.67,0.17,0.01,0.24,0.95,141.08,191722,4,66,1044,37,6,2,5,2,2024-06-12 03:18,,27,Male,USA
280,Song U,Artist U,Album U,2024-04-20,Rock,1.0,0.06,3,-51.12,1,0.25,0.31,0.95,0.25,0.91,81.39,203986,4,57,1725,25,0,7,2,4,2023-07-27 03:18,2023-07-27 03:18,53,Male,Canada
281,Song V,Artist V,Album V,2015-04-30,Hip-Hop,0.68,0.6,0,-44.5,0,0.81,0.59,0.22,0.21,0.64,191.85,210482,5,44,1787,26,3,9,0,0,2024-06-07 03:18,2024-06-07 03:18,62,Male,Germany
282,Song W,Artist W,Album W,2019-04-03,Jazz,0.02,0.09,3,-36.45,1,0.9,0.09,0.62,0.02,0.11,117.8,157834,3,20,1241,14,6,6,8,5,2024-04-18 03:18,,40,Non-Binary,Australia
283,Song X,Artist X,Album X,2023-02-09,Classical,0.31,0.53,11,-25.85,1,0.38,0.45,0.33,0.52,0.35,149.69,91148,3,65,1622,21,0,7,1,1,2023-09-16 03:18,,25,Non-Binary,Australia
284,Song Y,Artist Y,Album Y,2022-12-25,Classical,0.8,0.94,1,-56.48,0,0.95,0.27,0.35,0.53,0.64,113.36,192932,3,34,1266,23,0,6,7,0,2024-04-28 03:18,2024-04-28 03:18,34,Non-Binary,Germany
285,Song Z,Artist Z,Album Z,2022-02-16,Classical,0.61,0.61,4,-58.3,1,0.74,0.83,0.32,0.05,0.08,116.47,185841,4,61,1464,30,4,4,9,5,2024-04-27 03:18,2024-04-27 03:18,53,Non-Binary,Australia
286,Song A,Artist A,Album A,2015-01-16,Rock,0.41,0.22,7,-33.31,0,0.71,0.56,0.74,0.1,0.59,115.25,122195,4,61,1532,6,2,0,4,0,2023-09-25 03:18,2023-09-25 03:18,56,Female,Canada
287,Song B,Artist B,Album B,2017-10-03,Classical,0.4,0.16,8,-35.87,0,0.39,0.85,0.38,0.13,0.51,164.2,225175,5,1,1085,24,9,10,5,3,2023-06-21 03:18,,65,Male,Australia
288,Song C,Artist C,Album C,2014-07-04,Pop,0.63,0.68,5,-6.69,1,0.92,0.73,0.12,0.48,0.21,108.4,284353,3,57,1542,41,8,5,3,5,2024-04-04 03:18,2024-04-04 03:18,53,Male,Germany
289,Song D,Artist D,Album D,2023-03-03,Classical,0.4,0.62,11,-46.34,1,0.1,0.75,0.44,0.0,0.09,91.31,164930,4,25,1496,0,9,1,5,2,2024-02-25 03:18,2024-02-25 03:18,63,Non-Binary,USA
290,Song E,Artist E,Album E,2020-05-07,Rock,0.73,0.92,7,-21.39,0,0.39,0.16,0.2,1.0,0.83,134.49,181888,5,91,1593,46,3,8,8,0,2023-10-17 03:18,,51,Male,Australia
291,Song F,Artist F,Album F,2020-06-18,Rock,0.84,0.57,7,-33.19,1,0.18,0.51,0.58,0.7,0.85,144.97,203724,3,35,1714,49,1,2,7,4,2024-05-11 03:18,2024-05-11 03:18,47,Male,Canada
292,Song G,Artist G,Album G,2017-06-25,Classical,0.82,0.88,7,-10.14,0,0.33,0.4,0.84,0.54,0.67,180.35,152713,5,78,1016,43,7,1,6,5,2023-09-23 03:18,,24,Non-Binary,UK
293,Song H,Artist H,Album H,2015-05-03,Rock,0.07,0.16,11,-45.36,0,0.67,0.62,0.25,0.8,0.91,135.95,291420,4,37,1185,13,7,0,6,1,2024-02-03 03:18,,64,Non-Binary,USA
294,Song I,Artist I,Album I,2021-07-29,Rock,0.69,0.6,3,-8.91,0,0.34,0.69,0.53,0.35,0.02,157.5,193212,4,57,1936,31,0,1,0,1,2023-07-08 03:18,2023-07-08 03:18,22,Non-Binary,USA
295,Song J,Artist J,Album J,2016-12-27,Hip-Hop,0.95,0.96,0,-55.76,1,0.61,0.99,0.47,0.98,0.59,130.23,98383,4,0,1390,33,1,2,10,5,2024-04-07 03:18,,65,Female,Canada
296,Song K,Artist K,Album K,2021-07-28,Rock,0.02,0.07,8,-13.36,0,0.12,0.81,0.33,0.75,0.47,157.64,271061,4,76,1589,13,5,0,3,3,2023-08-29 03:18,2023-08-29 03:18,20,Male,USA
297,Song L,Artist L,Album L,2015-02-14,Rock,0.28,0.48,5,-40.21,1,0.79,0.02,0.48,0.24,0.06,66.13,211844,3,70,1950,39,1,6,3,2,2023-07-07 03:18,2023-07-07 03:18,20,Female,Germany
298,Song M,Artist M,Album M,2017-04-23,Rock,0.94,0.42,3,-25.83,1,0.91,0.89,0.41,0.04,0.57,173.7,74969,3,93,1851,11,4,2,7,3,2024-03-06 03:18,2024-03-06 03:18,34,Female,Canada
299,Song N,Artist N,Album N,2018-07-15,Hip-Hop,0.47,0.73,7,-22.92,0,0.41,0.32,0.12,0.81,0.13,95.62,159180,5,32,1657,3,3,2,4,5,2024-04-26 03:18,2024-04-26 03:18,61,Non-Binary,UK
300,Song O,Artist O,Album O,2019-12-02,Rock,0.96,0.25,5,-45.89,0,0.92,0.42,0.55,0.53,0.06,199.22,103392,4,45,1421,6,8,1,5,0,2024-03-19 03:18,2024-03-19 03:18,41,Non-Binary,Canada
301,Song P,Artist P,Album P,2022-10-20,Pop,0.9,0.55,5,-42.02,0,0.1,0.64,0.25,0.42,0.18,119.66,81277,3,31,1268,40,9,6,1,0,2024-05-09 03:18,2024-05-09 03:18,50,Non-Binary,Canada
302,Song Q,Artist Q,Album Q,2023-06-11,Rock,0.7,0.45,5,-56.1,0,0.94,0.78,0.67,0.75,0.43,137.97,200208,5,21,1490,5,8,1,3,1,2023-09-07 03:18,2023-09-07 03:18,46,Non-Binary,UK
303,Song R,Artist R,Album R,2022-04-15,Classical,0.25,0.57,10,-25.25,1,0.35,0.07,0.37,0.3,0.61,192.75,160528,3,73,1926,17,2,0,2,3,2023-08-09 03:18,,46,Female,USA
304,Song S,Artist S,Album S,2023-12-30,Pop,0.68,0.72,5,-38.07,0,0.91,0.51,0.28,0.57,0.32,65.93,148233,4,68,1705,32,6,7,3,2,2024-01-12 03:18,2024-01-12 03:18,18,Non-Binary,UK
305,Song T,Artist T,Album T,2020-03-05,Pop,0.78,0.19,8,-48.21,0,0.36,0.15,0.08,0.4,0.89,199.38,95590,5,4,1142,50,3,2,3,0,2023-11-10 03:18,,55,Male,USA
306,Song U,Artist U,Album U,2022-02-25,Hip-Hop,0.74,0.68,10,-21.67,0,0.33,0.58,0.37,0.66,0.84,194.84,239130,5,93,1425,14,9,3,8,5,2024-02-19 03:18,,19,Non-Binary,Germany
307,Song V,Artist V,Album V,2018-03-04,Classical,0.32,0.28,2,-39.47,0,0.77,0.75,0.42,0.55,0.6,190.47,223996,5,86,1399,2,3,1,2,0,2024-03-10 03:18,2024-03-10 03:18,35,Male,Canada
308,Song W,Artist W,Album W,2015-11-04,Jazz,0.9,0.93,6,-3.44,1,0.89,0.25,0.83,0.42,0.37,188.79,128807,3,94,1580,32,9,6,5,2,2023-08-31 03:18,2023-08-31 03:18,38,Female,Australia
309,Song X,Artist X,Album X,2020-08-17,Pop,0.58,0.85,8,-35.0,0,0.48,0.49,0.34,0.2,0.57,85.6,170578,4,84,1698,31,4,4,8,4,2023-07-13 03:18,,63,Male,Germany
310,Song Y,Artist Y,Album Y,2022-06-09,Hip-Hop,0.31,0.88,10,-45.2,0,0.26,0.11,0.5,0.5,0.8,190.86,173555,3,3,1784,12,10,0,4,2,2024-02-22 03:18,2024-02-22 03:18,64,Male,UK
311,Song Z,Artist Z,Album Z,2022-10-15,Rock,0.4,0.62,8,-5.1,0,0.79,0.6,0.56,0.61,0.29,123.28,173219,3,3,1105,24,4,2,4,4,2024-03-11 03:18,,56,Female,Canada
312,Song A,Artist A,Album A,2024-05-28,Classical,0.11,0.14,5,-16.7,0,0.76,0.67,0.9,0.41,0.18,190.86,275351,3,93,1293,25,1,9,6,5,2023-12-04 03:18,,49,Male,Germany
313,Song B,Artist B,Album B,2019-12-03,Pop,0.02,0.23,2,-33.69,1,0.85,0.06,0.44,0.37,0.84,147.49,144280,5,79,1078,16,7,0,7,0,2023-09-19 03:18,2023-09-19 03:18,23,Non-Binary,USA
314,Song C,Artist C,Album C,2015-10-16,Rock,0.56,0.77,1,-8.26,0,0.71,0.22,0.25,0.33,0.77,165.1,115543,4,34,1576,27,8,5,7,0,2023-09-10 03:18,,50,Non-Binary,Germany
315,Song D,Artist D,Album D,2017-05-11,Pop,0.33,0.99,6,-22.42,1,0.91,0.71,0.94,0.99,0.1,86.22,62175,4,57,1736,31,8,0,7,3,2023-10-25 03:18,,41,Male,Australia
316,Song E,Artist E,Album E,2020-11-05,Classical,0.34,0.78,1,-1.24,0,0.46,0.88,0.94,0.38,0.29,156.19,86012,3,83,1026,9,5,10,7,4,2024-02-16 03:18,2024-02-16 03:18,40,Non-Binary,USA
317,Song F,Artist F,Album F,2020-06-04,Classical,0.3,0.13,1,-32.05,0,0.36,0.61,0.46,0.2,0.95,130.58,177944,4,10,1403,48,10,7,7,4,2023-12-23 03:18,,57,Non-Binary,Australia
318,Song G,Artist G,Album G,2021-02-18,Classical,0.31,0.47,8,-19.87,0,0.59,0.03,0.85,0.49,0.74,127.78,159495,4,22,1695,34,8,1,1,3,2023-11-06 03:18,,34,Male,Germany
319,Song H,Artist H,Album H,2023-10-24,Pop,0.58,0.6,11,-2.12,1,0.44,0.3,0.92,0.01,0.18,85.41,137064,3,16,1422,2,3,7,4,2,2023-07-17 03:18,,30,Female,Germany
320,Song I,Artist I,Album I,2019-07-06,Hip-Hop,0.57,0.39,9,-53.85,1,0.87,0.89,0.68,0.05,0.86,98.33,235289,3,78,1885,22,1,7,3,0,2023-07-07 03:18,,39,Non-Binary,Australia
321,Song J,Artist J,Album J,2019-07-16,Hip-Hop,0.42,0.45,11,-30.29,0,0.7,0.92,0.56,0.33,0.57,95.25,86566,4,44,1129,23,4,5,8,3,2023-11-23 03:18,2023-11-23 03:18,61,Male,USA
322,Song K,Artist K,Album K,2021-10-17,Jazz,0.9,0.01,7,-36.71,0,0.27,0.07,0.42,0.53,0.85,98.28,181279,5,59,1991,11,2,2,9,4,2023-08-22 03:18,,25,Male,Australia
323,Song L,Artist L,Album L,2014-11-11,Hip-Hop,0.61,0.56,0,-46.93,0,0.79,0.58,0.55,0.14,0.49,135.7,197828,4,88,1470,30,6,10,6,4,2023-07-07 03:18,2023-07-07 03:18,45,Female,USA
324,Song M,Artist M,Album M,2023-05-18,Classical,0.63,0.28,3,-36.99,0,0.76,0.4,0.14,0.04,0.02,133.0,231304,5,55,1262,42,5,10,7,3,2023-07-04 03:18,,27,Female,Canada
325,Song N,Artist N,Album N,2016-10-24,Pop,0.71,0.16,0,-29.45,0,0.03,0.91,0.21,0.18,0.41,169.68,69638,4,30,1397,7,9,10,0,3,2024-03-06 03:18,2024-03-06 03:18,50,Female,Australia
326,Song O,Artist O,Album O,2021-10-13,Hip-Hop,0.55,0.04,7,-6.54,1,0.83,0.75,0.04,0.49,0.79,171.61,244301,5,32,1349,21,10,5,4,1,2024-05-01 03:18,,43,Female,Germany
327,Song P,Artist P,Album P,2024-04-26,Classical,0.17,0.4,11,-51.67,0,0.95,0.41,0.27,0.1,0.34,75.59,104622,4,71,1755,4,1,6,5,5,2023-06-20 03:18,2023-06-20 03:18,55,Male,UK
328,Song Q,Artist Q,Album Q,2022-08-05,Pop,0.02,0.0,1,-54.9,1,0.12,0.75,0.58,0.59,0.65,60.93,100426,3,43,1269,32,8,7,8,1,2023-09-17 03:18,2023-09-17 03:18,50,Non-Binary,USA
329,Song R,Artist R,Album R,2015-12-30,Hip-Hop,0.31,0.97,0,-53.91,1,0.11,0.29,0.83,0.41,0.31,96.33,100644,3,21,1841,1,1,5,8,0,2023-10-24 03:18,,55,Male,USA
330,Song S,Artist S,Album S,2016-03-23,Hip-Hop,0.36,0.0,6,-16.62,1,0.44,0.85,0.78,0.5,0.51,173.9,274728,4,1,1479,25,10,7,3,5,2023-09-09 03:18,,52,Non-Binary,USA
331,Song T,Artist T,Album T,2019-11-09,Hip-Hop,0.91,0.63,1,-41.25,1,0.71,0.31,0.99,0.62,0.82,119.11,177566,5,90,1411,30,3,4,1,5,2024-03-05 03:18,2024-03-05 03:18,42,Female,Germany
332,Song U,Artist U,Album U,2015-04-06,Classical,0.47,0.87,9,-59.67,0,0.97,0.05,0.14,0.75,0.29,110.99,147160,5,25,1704,14,7,0,4,3,2024-05-26 03:18,2024-05-26 03:18,49,Male,USA
333,Song V,Artist V,Album V,2018-04-06,Hip-Hop,0.52,0.45,11,-46.71,1,0.47,0.55,0.72,0.17,0.16,191.1,172662,5,98,1372,28,3,0,2,1,2024-01-09 03:18,2024-01-09 03:18,55,Non-Binary,Germany
334,Song W,Artist W,Album W,2014-11-16,Pop,0.1,0.41,10,-2.31,0,0.98,0.06,0.44,0.16,0.76,133.18,269203,5,61,1558,31,10,3,1,4,2023-12-08 03:18,2023-12-08 03:18,28,Non-Binary,Germany
335,Song X,Artist X,Album X,2016-02-24,Pop,0.95,0.68,11,-23.46,1,0.09,0.26,0.47,0.88,0.44,99.97,170580,3,5,1462,12,1,5,4,3,2023-10-28 03:18,2023-10-28 03:18,30,Non-Binary,Canada
336,Song Y,Artist Y,Album Y,2015-07-25,Jazz,0.27,0.65,0,-7.86,1,0.88,0.57,0.07,0.31,0.18,79.61,79415,4,70,1494,27,3,10,5,1,2023-07-31 03:18,,60,Non-Binary,UK
337,Song Z,Artist Z,Album Z,2023-06-03,Rock,0.37,0.07,7,-14.27,0,0.17,0.23,0.26,0.38,0.79,91.77,125513,5,4,1532,38,10,3,9,4,2024-02-12 03:18,2024-02-12 03:18,44,Male,Australia
338,Song A,Artist A,Album A,2020-03-04,Jazz,0.03,0.06,6,-41.89,0,0.68,0.24,0.4,0.11,0.28,163.93,168654,4,31,1699,34,4,3,5,5,2024-04-15 03:18,2024-04-15 03:18,52,Non-Binary,Australia
339,Song B,Artist B,Album B,2022-07-11,Classical,0.82,0.23,7,-22.98,0,0.78,0.87,0.6,0.71,0.29,129.28,227845,5,63,1866,31,10,1,5,1,2023-12-23 03:18,2023-12-23 03:18,22,Female,USA
340,Song C,Artist C,Album C,2015-02-24,Pop,0.93,0.54,10,-16.88,1,0.61,0.88,0.77,0.39,0.41,179.37,75651,3,80,1720,3,6,5,6,1,2023-07-08 03:18,2023-07-08 03:18,56,Female,UK
341,Song D,Artist D,Album D,2017-03-04,Hip-Hop,0.62,0.21,10,-22.82,1,0.85,0.32,0.71,0.48,0.96,68.99,230830,5,51,1277,24,5,9,8,2,2023-08-04 03:18,2023-08-04 03:18,51,Female,UK
342,Song E,Artist E,Album E,2022-03-04,Rock,0.21,0.66,2,-5.46,0,0.71,0.42,0.06,0.93,0.08,79.81,245847,5,87,1136,48,0,4,10,4,2023-12-11 03:18,,56,Non-Binary,USA
343,Song F,Artist F,Album F,2015-04-18,Rock,0.05,0.56,11,-19.38,1,0.28,1.0,0.03,0.74,0.32,88.12,253521,4,4,1292,45,0,2,10,0,2024-04-27 03:18,2024-04-27 03:18,23,Non-Binary,USA
344,Song G,Artist G,Album G,2017-10-23,Hip-Hop,0.44,0.24,5,-35.67,1,0.15,0.1,0.53,0.54,0.6,147.51,100648,3,18,1564,8,8,2,5,0,2024-01-15 03:18,,25,Non-Binary,USA
345,Song H,Artist H,Album H,2020-09-16,Classical,0.23,0.65,11,-31.96,1,0.33,0.68,0.04,0.2,0.18,151.64,215508,3,17,1947,17,0,6,8,0,2023-09-19 03:18,,56,Female,Australia
346,Song I,Artist I,Album I,2018-04-10,Classical,0.73,0.03,4,-30.54,0,0.48,0.86,0.84,0.54,0.31,93.4,72952,5,51,1807,41,2,1,2,1,2023-08-10 03:18,,61,Male,USA
347,Song J,Artist J,Album J,2017-07-01,Classical,0.36,0.32,10,-53.46,1,0.42,0.69,0.2,0.38,0.11,175.57,198806,5,51,1917,23,8,5,1,1,2023-06-15 03:18,,28,Non-Binary,UK
348,Song K,Artist K,Album K,2022-06-08,Jazz,0.79,0.56,1,-26.04,1,0.85,0.14,0.58,0.96,0.76,130.83,171058,3,23,1100,7,9,8,2,5,2023-11-22 03:18,,23,Female,UK
349,Song L,Artist L,Album L,2017-07-30,Pop,0.67,0.63,0,-36.78,1,0.46,0.73,0.73,0.94,0.28,175.7,161155,4,65,1095,34,4,8,7,3,2023-11-27 03:18,,37,Female,Canada
350,Song M,Artist M,Album M,2018-04-13,Hip-Hop,0.02,0.72,6,-44.12,0,0.73,0.15,0.09,0.69,0.95,119.8,194986,3,70,1911,32,7,5,2,0,2023-09-21 03:18,,45,Non-Binary,Canada
351,Song N,Artist N,Album N,2019-02-09,Rock,0.37,0.91,3,-50.82,0,0.61,0.24,0.77,0.89,0.2,185.22,166621,5,40,1688,13,7,3,7,4,2023-07-03 03:18,,34,Male,Australia
352,Song O,Artist O,Album O,2018-10-29,Classical,0.5,0.35,4,-50.96,1,0.62,0.27,0.04,0.05,0.37,184.66,104759,4,95,1284,38,3,3,1,3,2023-10-08 03:18,,54,Non-Binary,Germany
353,Song P,Artist P,Album P,2020-07-19,Hip-Hop,0.43,0.96,8,-33.33,1,0.62,0.56,0.52,0.17,0.04,187.6,188723,3,18,1739,20,0,1,2,5,2023-12-17 03:18,2023-12-17 03:18,65,Non-Binary,UK
354,Song Q,Artist Q,Album Q,2015-08-24,Rock,0.06,0.73,9,-18.71,0,0.45,0.01,0.97,0.51,0.6,182.56,159981,3,80,1862,33,9,1,8,3,2024-03-15 03:18,,48,Non-Binary,Canada
355,Song R,Artist R,Album R,2018-06-09,Pop,0.33,0.16,5,-53.88,1,0.64,0.18,0.12,0.85,0.53,88.83,100810,5,95,1108,12,3,7,9,2,2023-07-29 03:18,2023-07-29 03:18,40,Non-Binary,Australia
356,Song S,Artist S,Album S,2017-02-17,Classical,0.53,0.98,3,-32.66,0,0.35,0.97,0.67,0.19,0.56,93.24,291057,4,31,1082,42,6,3,7,0,2023-11-26 03:18,2023-11-26 03:18,64,Non-Binary,Canada
